Input File: 4192-15.78d
Measure Group: FFT
Measurement: FFT 2
Num of extracted Points: 801
Start Freq: -0 Hz
Span: 6.4 kHz
FFT Lines:  800 
Window: BMH
Averaging Mode: None

    X[Hz]          R[Vpk]         I[Vpk]        Mag[Vpk]        P[deg]     
  0.000000e+00   5.386784e-05  -6.236252e-08   5.386788e-05  -6.633099e-02 
  8.000000e+00   3.219664e-05   9.025231e-06   3.343767e-05   1.565903e+01 
  1.600000e+01   9.073069e-07   8.451416e-06   8.499978e-06   8.387244e+01 
  2.400000e+01  -6.626632e-06   6.508801e-06   9.288528e-06   1.355139e+02 
  3.200000e+01  -3.218178e-06   5.878796e-06   6.702008e-06   1.186972e+02 
  4.000000e+01  -1.399800e-06   2.440904e-06   2.813797e-06   1.198332e+02 
  4.800000e+01   8.710579e-06  -1.373489e-06   8.818201e-06  -8.960651e+00 
  5.600000e+01   2.896143e-05  -2.965186e-06   2.911283e-05  -5.845799e+00 
  6.400000e+01   3.472922e-05  -2.324354e-06   3.480691e-05  -3.828976e+00 
  7.200000e+01   1.991513e-05  -3.938504e-07   1.991902e-05  -1.132959e+00 
  8.000000e+01   6.275689e-06   8.626235e-07   6.334697e-06   7.826534e+00 
  8.800000e+01   1.682686e-06   4.552078e-07   1.743171e-06   1.513758e+01 
  9.600000e+01   4.520524e-07  -1.348707e-06   1.422449e-06  -7.147015e+01 
  1.040000e+02  -1.374182e-07  -2.360732e-06   2.364728e-06  -9.333142e+01 
  1.120000e+02  -1.132130e-06  -7.138157e-07   1.338376e-06  -1.477683e+02 
  1.200000e+02  -1.755375e-06   1.139004e-06   2.092528e-06   1.470218e+02 
  1.280000e+02   1.562561e-06   2.800823e-06   3.207212e-06   6.084314e+01 
  1.360000e+02   1.382522e-05   1.453258e-05   2.005823e-05   4.642891e+01 
  1.440000e+02   2.807736e-05   3.526819e-05   4.507975e-05   5.147635e+01 
  1.520000e+02   2.525888e-05   3.696878e-05   4.477389e-05   5.565720e+01 
  1.600000e+02   9.505397e-06   1.611239e-05   1.870726e-05   5.946180e+01 
  1.680000e+02  -9.315545e-07   1.973603e-06   2.182407e-06   1.152676e+02 
  1.760000e+02  -4.374567e-06   1.285936e-06   4.559656e-06   1.636189e+02 
  1.840000e+02  -4.012070e-06   3.292154e-06   5.189893e-06   1.406290e+02 
  1.920000e+02  -2.346786e-06   3.061255e-06   3.857290e-06   1.274741e+02 
  2.000000e+02  -1.139110e-06   7.178476e-09   1.139132e-06   1.796389e+02 
  2.080000e+02   6.478866e-07  -2.042830e-06   2.143108e-06  -7.240349e+01 
  2.160000e+02   1.219939e-06  -7.391234e-07   1.426379e-06  -3.121037e+01 
  2.240000e+02  -5.264059e-07   5.345020e-07   7.501970e-07   1.345627e+02 
  2.320000e+02  -1.662268e-06   1.539497e-07   1.669382e-06   1.747087e+02 
  2.400000e+02  -1.329625e-06  -1.854333e-08   1.329754e-06  -1.792010e+02 
  2.480000e+02  -1.110995e-06  -1.812980e-08   1.111143e-06  -1.790651e+02 
  2.560000e+02  -1.108149e-06   7.859942e-08   1.110933e-06   1.759429e+02 
  2.640000e+02  -8.231415e-07   2.264798e-07   8.537301e-07   1.646162e+02 
  2.720000e+02   5.545758e-08   1.506074e-08   5.746624e-08   1.519351e+01 
  2.800000e+02   4.547204e-07   9.645968e-08   4.648388e-07   1.197659e+01 
  2.880000e+02   7.769556e-07  -7.322529e-07   1.067640e-06  -4.330339e+01 
  2.960000e+02   2.965128e-06  -1.157934e-06   3.183205e-06  -2.133150e+01 
  3.040000e+02   3.183355e-06   1.233054e-06   3.413821e-06   2.117360e+01 
  3.120000e+02  -9.245219e-07   1.892100e-06   2.105893e-06   1.160412e+02 
  3.200000e+02  -2.602198e-06  -8.905444e-07   2.750364e-06  -1.611076e+02 
  3.280000e+02  -4.130671e-08  -1.140176e-06   1.140924e-06  -9.207482e+01 
  3.360000e+02   1.097590e-06   5.099388e-07   1.210265e-06   2.491952e+01 
  3.440000e+02   3.516095e-07   1.811280e-07   3.955207e-07   2.725479e+01 
  3.520000e+02  -7.618194e-07  -4.149724e-07   8.675085e-07  -1.514223e+02 
  3.600000e+02  -1.988548e-06  -9.436227e-07   2.201079e-06  -1.546143e+02 
  3.680000e+02  -1.865101e-06  -1.908355e-06   2.668412e-06  -1.343433e+02 
