Input File: 4192-14.78d
Measure Group: FFT
Measurement: FFT 2
Num of extracted Points: 801
Start Freq: -0 Hz
Span: 6.4 kHz
FFT Lines:  800 
Window: BMH
Averaging Mode: None

    X[Hz]          R[Vpk]         I[Vpk]        Mag[Vpk]        P[deg]     
  0.000000e+00   9.653902e-05  -1.117627e-07   9.653909e-05  -6.633099e-02 
  8.000000e+00   7.013307e-05  -5.721969e-06   7.036611e-05  -4.664278e+00 
  1.600000e+01   2.479844e-05  -1.710462e-06   2.485736e-05  -3.945703e+00 
  2.400000e+01  -1.728952e-07   3.429719e-06   3.434074e-06   9.288588e+01 
  3.200000e+01  -6.587523e-06   4.415943e-06   7.930701e-06   1.461641e+02 
  4.000000e+01  -6.167631e-06   5.799873e-06   8.466297e-06   1.367601e+02 
  4.800000e+01  -8.431987e-06   1.318070e-05   1.564702e-05   1.226079e+02 
  5.600000e+01  -1.554141e-05   2.353374e-05   2.820234e-05   1.234403e+02 
  6.400000e+01  -1.652746e-05   2.195063e-05   2.747703e-05   1.269775e+02 
  7.200000e+01  -8.007484e-06   9.358940e-06   1.231704e-05   1.305502e+02 
  8.000000e+01  -4.319228e-07   1.442369e-06   1.505651e-06   1.066705e+02 
  8.800000e+01   1.395968e-06   9.607036e-07   1.694603e-06   3.453570e+01 
  9.600000e+01   2.148268e-07   2.292655e-06   2.302698e-06   8.464688e+01 
  1.040000e+02  -4.071979e-07   2.224920e-06   2.261875e-06   1.003713e+02 
  1.120000e+02   6.077184e-07   2.044286e-06   2.132704e-06   7.344401e+01 
  1.200000e+02   1.711488e-06   3.496863e-06   3.893230e-06   6.392125e+01 
  1.280000e+02   9.957739e-07   6.481583e-06   6.557628e-06   8.126586e+01 
  1.360000e+02  -1.453989e-06   1.756500e-05   1.762508e-05   9.473202e+01 
  1.440000e+02  -5.400886e-06   3.591324e-05   3.631708e-05   9.855244e+01 
  1.520000e+02  -9.440873e-06   3.585768e-05   3.707969e-05   1.047505e+02 
  1.600000e+02  -7.142410e-06   1.488315e-05   1.650824e-05   1.156363e+02 
  1.680000e+02  -2.864466e-06   1.083867e-06   3.062668e-06   1.592742e+02 
  1.760000e+02  -4.098702e-06  -1.594649e-06   4.397984e-06  -1.587409e+02 
  1.840000e+02  -4.640834e-06  -1.701483e-06   4.942913e-06  -1.598654e+02 
  1.920000e+02  -1.696771e-06  -3.162451e-07   1.725991e-06  -1.694423e+02 
  2.000000e+02  -8.865759e-08   9.350264e-07   9.392202e-07   9.541649e+01 
  2.080000e+02  -6.309895e-07   3.185069e-07   7.068199e-07   1.532165e+02 
  2.160000e+02  -8.656651e-07  -2.847958e-07   9.113093e-07  -1.617893e+02 
  2.240000e+02  -1.154994e-06   8.242405e-07   1.418937e-06   1.444871e+02 
