Input File: 4192-17.78d
Measure Group: FFT
Measurement: FFT 2
Num of extracted Points: 801
Start Freq: -0 Hz
Span: 6.4 kHz
FFT Lines:  800 
Window: BMH
Averaging Mode: None

    X[Hz]          R[Vpk]         I[Vpk]        Mag[Vpk]        P[deg]     
  0.000000e+00   2.683709e-05  -3.106915e-08   2.683710e-05  -6.633098e-02 
  8.000000e+00   2.035488e-05   1.073305e-05   2.301129e-05   2.780251e+01 
  1.600000e+01   1.140993e-05   1.029975e-05   1.537112e-05   4.207258e+01 
  2.400000e+01   1.023740e-05   4.374585e-06   1.113289e-05   2.313770e+01 
  3.200000e+01   1.167408e-05  -1.131120e-06   1.172876e-05  -5.534203e+00 
  4.000000e+01   8.059484e-06  -6.658787e-06   1.045441e-05  -3.956369e+01 
  4.800000e+01  -7.714924e-06  -5.473091e-06   9.459111e-06  -1.446475e+02 
  5.600000e+01  -2.929486e-05   3.142841e-06   2.946297e-05   1.738766e+02 
  6.400000e+01  -3.178382e-05   7.741731e-06   3.271308e-05   1.663108e+02 
  7.200000e+01  -1.458073e-05   5.232343e-06   1.549113e-05   1.602593e+02 
  8.000000e+01  -2.169784e-06   1.251594e-06   2.504885e-06   1.500224e+02 
  8.800000e+01  -2.155972e-07  -1.065610e-06   1.087201e-06  -1.014378e+02 
  9.600000e+01  -6.368232e-07  -3.066632e-07   7.068140e-07  -1.542868e+02 
  1.040000e+02  -5.684133e-08   1.272741e-06   1.274009e-06   9.255716e+01 
  1.120000e+02   1.270442e-06  -4.571905e-07   1.350202e-06  -1.979214e+01 
  1.200000e+02   1.738858e-06  -3.145973e-06   3.594548e-06  -6.106947e+01 
  1.280000e+02   6.076559e-07  -2.559820e-06   2.630955e-06  -7.664616e+01 
  1.360000e+02  -1.349358e-06  -1.771448e-07   1.360936e-06  -1.725209e+02 
  1.440000e+02  -2.741785e-06   1.125834e-06   2.963931e-06   1.576759e+02 
  1.520000e+02  -2.915451e-06   9.750319e-07   3.074173e-06   1.615082e+02 
  1.600000e+02  -2.024886e-06  -4.605143e-07   2.076592e-06  -1.671873e+02 
  1.680000e+02   5.575399e-07  -3.076283e-06   3.126398e-06  -7.972732e+01 
  1.760000e+02   3.782205e-06  -5.044510e-06   6.304931e-06  -5.313866e+01 
  1.840000e+02   3.913201e-06  -3.923470e-06   5.541367e-06  -4.507508e+01 
  1.920000e+02   1.465282e-06  -1.411443e-06   2.034508e-06  -4.392781e+01 
  2.000000e+02   4.037923e-07  -7.794029e-07   8.777911e-07  -6.261227e+01 
  2.080000e+02   9.647911e-07  -1.359069e-06   1.666701e-06  -5.462940e+01 
  2.160000e+02   1.336336e-06  -1.199161e-06   1.795490e-06  -4.190321e+01 
  2.240000e+02   1.259038e-06  -3.947749e-07   1.319479e-06  -1.740896e+01 
  2.320000e+02   1.261667e-06   1.998307e-07   1.277395e-06   9.000097e+00 
  2.400000e+02   1.096971e-06   4.541347e-07   1.187259e-06   2.248905e+01 
  2.480000e+02   3.988191e-07   5.410861e-07   6.721837e-07   5.360712e+01 
  2.560000e+02  -2.270882e-07   5.211285e-07   5.684576e-07   1.135458e+02 
  2.640000e+02  -1.324482e-07   6.107612e-07   6.249574e-07   1.022356e+02 
  2.720000e+02   2.664127e-07   1.035328e-06   1.069056e-06   7.556960e+01 
  2.800000e+02   1.920254e-07   1.474886e-06   1.487334e-06   8.258199e+01 
  2.880000e+02  -2.629833e-07   1.548472e-06   1.570645e-06   9.963880e+01 
  2.960000e+02  -2.258457e-07   1.420218e-06   1.438063e-06   9.903562e+01 
  3.040000e+02   4.666235e-07   1.016396e-06   1.118391e-06   6.534031e+01 
  3.120000e+02   6.906691e-07   4.419672e-07   8.199748e-07   3.261565e+01 
  3.200000e+02   2.055899e-07   4.285333e-07   4.752978e-07   6.437052e+01 
  3.280000e+02  -6.832722e-08   6.628251e-07   6.663375e-07   9.588553e+01 
  3.360000e+02  -8.688120e-08   4.768747e-07   4.847245e-07   1.003254e+02 
  3.440000e+02  -1.273111e-07   3.589606e-07   3.808685e-07   1.095279e+02 
  3.520000e+02   3.976721e-08   3.570087e-07   3.592167e-07   8.364401e+01 
  3.600000e+02   2.370711e-07  -1.077446e-07   2.604066e-07  -2.444094e+01 
  3.680000e+02   6.973330e-08  -4.780163e-07   4.830760e-07  -8.170020e+01 
  3.760000e+02  -3.511169e-07   8.030675e-09   3.512087e-07   1.786898e+02 
  3.840000e+02  -7.068082e-07   6.483395e-07   9.591256e-07   1.374705e+02 
  3.920000e+02  -7.492127e-07   5.918163e-07   9.547598e-07   1.416942e+02 
  4.000000e+02  -4.137707e-07   3.721101e-08   4.154406e-07   1.748611e+02 
  4.080000e+02   1.549706e-07  -5.317860e-07   5.539063e-07  -7.375306e+01 
  4.160000e+02   4.760734e-07  -5.985088e-07   7.647606e-07  -5.150011e+01 
  4.240000e+02   6.802320e-08  -3.909091e-07   3.967834e-07  -8.012864e+01 
  4.320000e+02  -4.556576e-07  -5.444911e-07   7.099960e-07  -1.299243e+02 
  4.400000e+02  -3.152275e-07  -6.358200e-07   7.096727e-07  -1.163713e+02 
  4.480000e+02   2.777517e-08  -3.728072e-07   3.738404e-07  -8.573917e+01 
  4.560000e+02   5.530251e-08  -1.901804e-07   1.980580e-07  -7.378610e+01 
  4.640000e+02  -4.106693e-08  -6.891075e-08   8.021960e-08  -1.207926e+02 
  4.720000e+02  -1.021440e-07   1.538422e-07   1.846641e-07   1.235823e+02 
  4.800000e+02  -1.766051e-07   2.981798e-07   3.465553e-07   1.206373e+02 
  4.880000e+02  -3.432921e-07   3.209671e-07   4.699674e-07   1.369249e+02 
  4.960000e+02  -4.990282e-07   3.124162e-07   5.887555e-07   1.479514e+02 
  5.040000e+02  -4.232712e-07   1.632598e-07   4.536653e-07   1.589079e+02 
  5.120000e+02  -2.200394e-08  -4.366487e-08   4.889575e-08  -1.167448e+02 
  5.200000e+02   5.213206e-07   2.631708e-08   5.219844e-07   2.889928e+00 
  5.280000e+02   6.187860e-07   4.100857e-08   6.201433e-07   3.791597e+00 
  5.360000e+02   1.727722e-07  -4.031415e-07   4.386038e-07  -6.680173e+01 
  5.440000e+02  -6.783886e-08  -6.991024e-07   7.023861e-07  -9.554246e+01 
  5.520000e+02   1.096820e-07  -4.713708e-07   4.839634e-07  -7.690108e+01 
  5.600000e+02   1.472928e-07  -1.616055e-07   2.186584e-07  -4.765288e+01 
  5.680000e+02   3.414051e-08   9.259464e-08   9.868810e-08   6.976059e+01 
  5.760000e+02   1.344031e-07   2.457629e-07   2.801135e-07   6.132658e+01 
  5.840000e+02   3.052014e-07   5.953034e-08   3.109530e-07   1.103711e+01 
  5.920000e+02   3.769521e-07  -1.547979e-07   4.074988e-07  -2.232583e+01 
  6.000000e+02   3.585570e-07  -9.019886e-08   3.697282e-07  -1.412037e+01 
  6.080000e+02   2.074955e-07  -3.593353e-08   2.105840e-07  -9.824886e+00 
  6.160000e+02  -6.897098e-09  -1.201274e-07   1.203253e-07  -9.328602e+01 
  6.240000e+02  -1.959660e-07  -1.560695e-07   2.505202e-07  -1.414658e+02 
  6.320000e+02  -2.562767e-07  -9.111708e-08   2.719928e-07  -1.604276e+02 
  6.400000e+02  -5.334135e-08  -1.241923e-07   1.351630e-07  -1.132438e+02 
  6.480000e+02   2.229154e-07  -1.464265e-07   2.667059e-07  -3.329971e+01 
  6.560000e+02   4.176437e-07   2.112639e-07   4.680371e-07   2.683244e+01 
  6.640000e+02   6.785377e-07   5.604814e-07   8.800868e-07   3.955717e+01 
  6.720000e+02   6.948048e-07   4.475182e-07   8.264540e-07   3.278526e+01 
  6.800000e+02   7.831088e-08   1.920080e-07   2.073636e-07   6.781180e+01 
  6.880000e+02  -7.223886e-07   1.197608e-07   7.322485e-07   1.705869e+02 
  6.960000e+02  -1.047086e-06   2.212754e-07   1.070211e-06   1.680675e+02 
  7.040000e+02  -8.133580e-07   3.029795e-07   8.679561e-07   1.595694e+02 
  7.120000e+02  -2.924596e-07   2.135663e-07   3.621370e-07   1.438615e+02 
  7.200000e+02   2.379658e-07   6.832597e-08   2.475806e-07   1.602011e+01 
  7.280000e+02   5.268548e-07  -2.023101e-08   5.272431e-07  -2.199054e+00 
  7.360000e+02   4.306712e-07  -7.668859e-08   4.374458e-07  -1.009669e+01 
  7.440000e+02   2.074205e-08   1.620139e-08   2.631953e-08   3.799301e+01 
  7.520000e+02  -4.196235e-07   3.444868e-07   5.429135e-07   1.406160e+02 
  7.600000e+02  -4.598815e-07   6.278128e-07   7.782286e-07   1.262233e+02 
  7.680000e+02  -6.518909e-08   5.801416e-07   5.837927e-07   9.641129e+01 
  7.760000e+02   2.229768e-07   2.594273e-07   3.420836e-07   4.932107e+01 
  7.840000e+02   1.062559e-07  -2.807679e-08   1.099028e-07  -1.480139e+01 
  7.920000e+02  -1.764779e-07  -1.565683e-07   2.359196e-07  -1.384211e+02 
  8.000000e+02  -2.445965e-07  -3.873747e-07   4.581339e-07  -1.222692e+02 
  8.080000e+02  -8.526472e-08  -6.548286e-07   6.603564e-07  -9.741869e+01 
  8.160000e+02  -4.785178e-08  -5.005128e-07   5.027950e-07  -9.546119e+01 
  8.240000e+02  -1.095306e-07  -1.766697e-08   1.109463e-07  -1.708373e+02 
  8.320000e+02   2.642028e-08   4.025008e-07   4.033670e-07   8.624448e+01 
  8.400000e+02   2.601908e-07   7.085673e-07   7.548290e-07   6.983641e+01 
  8.480000e+02   2.847140e-07   8.510651e-07   8.974262e-07   7.150292e+01 
  8.560000e+02   1.862374e-07   7.159958e-07   7.398205e-07   7.541989e+01 
  8.640000e+02   2.694932e-07   3.281216e-07   4.246062e-07   5.060301e+01 
  8.720000e+02   5.081702e-07  -9.045790e-08   5.161585e-07  -1.009333e+01 
  8.800000e+02   6.705262e-07  -2.002800e-07   6.997982e-07  -1.663040e+01 
  8.880000e+02   5.818004e-07  -5.424373e-09   5.818257e-07  -5.341775e-01 
  8.960000e+02   2.662882e-07   9.391865e-08   2.823652e-07   1.942752e+01 
  9.040000e+02   2.132223e-08  -1.007342e-07   1.029661e-07  -7.804871e+01 
  9.120000e+02  -4.734641e-08  -2.976115e-07   3.013540e-07  -9.903931e+01 
  9.200000e+02  -2.063033e-07  -2.343734e-07   3.122370e-07  -1.313553e+02 
  9.280000e+02  -4.387948e-07   2.203520e-09   4.388004e-07   1.797123e+02 
  9.360000e+02  -3.801473e-07   1.813397e-07   4.211841e-07   1.544977e+02 
  9.440000e+02  -1.753260e-07   1.573935e-07   2.356097e-07   1.380851e+02 
  9.520000e+02  -2.780164e-07   5.995415e-08   2.844075e-07   1.678305e+02 
  9.600000e+02  -4.389946e-07   7.505508e-08   4.453645e-07   1.702979e+02 
  9.680000e+02  -1.210892e-07   1.207225e-07   1.709869e-07   1.350869e+02 
  9.760000e+02   4.303979e-07  -2.466173e-08   4.311039e-07  -3.279452e+00 
  9.840000e+02   5.172947e-07  -2.893754e-07   5.927326e-07  -2.922271e+01 
  9.920000e+02   9.831447e-08  -4.029343e-07   4.147550e-07  -7.628796e+01 
  1.000000e+03  -2.054669e-07  -2.654645e-07   3.356904e-07  -1.277395e+02 
  1.008000e+03  -1.064977e-07  -1.698942e-08   1.078443e-07  -1.709361e+02 
