Input File: 4192-10.78d
Measure Group: FFT
Measurement: FFT 2
Num of extracted Points: 801
Start Freq: -0 Hz
Span: 6.4 kHz
FFT Lines:  800 
Window: BMH
Averaging Mode: None

    X[Hz]          R[Vpk]         I[Vpk]        Mag[Vpk]        P[deg]     
  0.000000e+00  -5.638020e-05   6.527105e-08   5.638024e-05   1.799337e+02 
  8.000000e+00  -3.926677e-05   9.048941e-07   3.927719e-05   1.786799e+02 
  1.600000e+01  -1.131461e-05   4.970552e-06   1.235827e-05   1.562839e+02 
  2.400000e+01   1.394301e-06   7.964300e-06   8.085429e-06   8.006993e+01 
  3.200000e+01   3.156980e-06   6.384371e-06   7.122269e-06   6.368827e+01 
  4.000000e+01   3.517301e-06   6.171124e-06   7.103111e-06   6.031854e+01 
  4.800000e+01   5.231479e-06   1.550717e-05   1.636584e-05   7.135773e+01 
  5.600000e+01   6.692971e-06   2.919069e-05   2.994816e-05   7.708617e+01 
  6.400000e+01   4.633354e-06   2.842485e-05   2.880000e-05   8.074200e+01 
  7.200000e+01   8.634394e-07   1.356677e-05   1.359422e-05   8.635839e+01 
  8.000000e+01   2.847854e-07   1.892221e-06   1.913532e-06   8.144103e+01 
  8.800000e+01   2.140850e-06  -1.559097e-06   2.648400e-06  -3.606438e+01 
  9.600000e+01   2.008230e-06  -3.885776e-07   2.045478e-06  -1.095098e+01 
  1.040000e+02  -2.837703e-07   3.628829e-07   4.606621e-07   1.280250e+02 
  1.120000e+02  -5.623437e-07  -9.037577e-07   1.064429e-06  -1.218910e+02 
  1.200000e+02  -2.306534e-07  -3.327237e-07   4.048532e-07  -1.247308e+02 
  1.280000e+02   7.440615e-06   6.600204e-06   9.946128e-06   4.157465e+01 
  1.360000e+02   5.146968e-05   4.383974e-05   6.760955e-05   4.042298e+01 
  1.440000e+02   1.025427e-04   1.025933e-04   1.450531e-04   4.501414e+01 
  1.520000e+02   8.757161e-05   1.023106e-04   1.346708e-04   4.943848e+01 
  1.600000e+02   3.454574e-05   4.543314e-05   5.707520e-05   5.275193e+01 
  1.680000e+02   6.559622e-06   1.076192e-05   1.260348e-05   5.863680e+01 
  1.760000e+02   2.842928e-06   4.191685e-06   5.064825e-06   5.585369e+01 
  1.840000e+02   5.001094e-06   3.534694e-06   6.124133e-06   3.525206e+01 
  1.920000e+02   2.721752e-06   3.299612e-06   4.277309e-06   5.048179e+01 
  2.000000e+02  -3.720241e-07   2.190385e-07   4.317173e-07   1.495115e+02 
  2.080000e+02   9.789542e-07  -1.388597e-06   1.698986e-06  -5.481635e+01 
  2.160000e+02   1.136855e-06  -1.207054e-07   1.143245e-06  -6.060663e+00 
  2.240000e+02  -2.785874e-07  -3.323810e-07   4.336912e-07  -1.299683e+02 
  2.320000e+02   7.708998e-07  -2.008618e-07   7.966379e-07  -1.460400e+01 
  2.400000e+02   9.782535e-07   1.665748e-06   1.931759e-06   5.957531e+01 
  2.480000e+02  -5.090612e-07   1.398835e-06   1.488584e-06   1.099974e+02 
  2.560000e+02   3.795486e-07   8.282723e-08   3.884810e-07   1.231041e+01 
  2.640000e+02   1.642344e-06   5.965739e-07   1.747340e-06   1.996331e+01 
  2.720000e+02   8.966728e-07   1.307976e-07   9.061623e-07   8.299196e+00 
  2.800000e+02   8.599458e-07  -8.366582e-07   1.199793e-06  -4.421360e+01 
  2.880000e+02   7.164498e-07   8.424902e-07   1.105934e-06   4.962231e+01 
  2.960000e+02  -6.399131e-07   2.107870e-06   2.202863e-06   1.068874e+02 
  3.040000e+02  -6.181988e-08   9.962762e-07   9.981924e-07   9.355070e+01 
  3.120000e+02   1.387792e-06   9.258666e-07   1.668291e-06   3.370926e+01 
  3.200000e+02   5.315359e-07   9.972307e-07   1.130044e-06   6.194185e+01 
  3.280000e+02   3.365736e-07  -4.989236e-07   6.018359e-07  -5.599641e+01 
  3.360000e+02   1.372641e-06  -4.997353e-07   1.460781e-06  -2.000496e+01 
  3.440000e+02   3.616719e-07  -7.812992e-08   3.700147e-07  -1.218996e+01 
  3.520000e+02  -1.665574e-08  -1.033678e-06   1.033813e-06  -9.092313e+01 
  3.600000e+02   9.358748e-07   1.130667e-07   9.426801e-07   6.888740e+00 
  3.680000e+02  -7.490437e-07   1.244051e-06   1.452147e-06   1.210522e+02 
  3.760000e+02  -2.592222e-07  -1.424040e-06   1.447441e-06  -1.003167e+02 
  3.840000e+02   4.857104e-06  -1.554836e-06   5.099900e-06  -1.775070e+01 
  3.920000e+02   4.355642e-05   1.208641e-06   4.357319e-05   1.589484e+00 
  4.000000e+02   2.427267e-04   3.815657e-05   2.457075e-04   8.933768e+00 
  4.080000e+02   5.291455e-04   1.397588e-04   5.472910e-04   1.479519e+01 
  4.160000e+02   5.206089e-04   1.849183e-04   5.524748e-04   1.955484e+01 
  4.240000e+02   2.332614e-04   1.017850e-04   2.545016e-04   2.357433e+01 
  4.320000e+02   3.892864e-05   1.892967e-05   4.328708e-05   2.593207e+01 
  4.400000e+02  -3.301971e-07  -3.118694e-06   3.136125e-06  -9.604376e+01 
  4.480000e+02   3.316963e-07  -2.858749e-06   2.877928e-06  -8.338165e+01 
  4.560000e+02   3.131192e-08   2.555281e-07   2.574394e-07   8.301391e+01 
  4.640000e+02  -1.730338e-06   3.508507e-07   1.765549e-06   1.685378e+02 
  4.720000e+02  -1.096660e-06  -2.913935e-07   1.134713e-06  -1.651198e+02 
  4.800000e+02  -4.997341e-07   2.618084e-07   5.641612e-07   1.523501e+02 
  4.880000e+02  -7.143157e-07   2.658248e-07   7.621744e-07   1.595878e+02 
  4.960000e+02  -3.097836e-07  -9.883951e-08   3.251694e-07  -1.623042e+02 
  5.040000e+02   2.953111e-07   3.219097e-07   4.368461e-07   4.746759e+01 
  5.120000e+02  -1.397456e-07   4.807015e-07   5.006024e-07   1.062098e+02 
  5.200000e+02  -1.285729e-06  -4.052241e-07   1.348074e-06  -1.625067e+02 
  5.280000e+02  -1.585466e-06  -1.086178e-06   1.921844e-06  -1.455856e+02 
  5.360000e+02  -6.603536e-07  -6.574100e-08   6.636179e-07  -1.743147e+02 
  5.440000e+02  -6.039242e-07   1.364521e-06   1.492194e-06   1.138737e+02 
  5.520000e+02  -1.437306e-06   9.844865e-07   1.742143e-06   1.455907e+02 
  5.600000e+02  -9.358430e-07   3.231109e-07   9.900519e-07   1.609521e+02 
  5.680000e+02  -4.517279e-07   1.145156e-06   1.231032e-06   1.115277e+02 
  5.760000e+02  -1.071617e-06   6.272247e-07   1.241682e-06   1.496593e+02 
  5.840000e+02  -3.762647e-08  -8.053295e-07   8.062080e-07  -9.267501e+01 
  5.920000e+02   7.386646e-07   1.450268e-07   7.527670e-07   1.110796e+01 
  6.000000e+02  -8.699962e-07   2.845491e-07   9.153478e-07   1.618887e+02 
  6.080000e+02  -1.649987e-07  -1.407495e-06   1.417134e-06  -9.668618e+01 
  6.160000e+02   1.806729e-06   1.081488e-07   1.809963e-06   3.425575e+00 
  6.240000e+02  -4.277669e-08   1.584762e-06   1.585340e-06   9.154617e+01 
  6.320000e+02  -7.837792e-07  -7.955567e-07   1.116790e-06  -1.345727e+02 
  6.400000e+02   1.571438e-06  -5.954887e-07   1.680484e-06  -2.075395e+01 
  6.480000e+02   1.072646e-07   1.451256e-06   1.455215e-06   8.577287e+01 
  6.560000e+02  -6.492212e-07  -1.360365e-06   1.507343e-06  -1.155124e+02 
  6.640000e+02   3.950530e-06  -1.506680e-06   4.228093e-06  -2.087618e+01 
  6.720000e+02   2.855286e-06   2.866563e-06   4.045966e-06   4.511292e+01 
  6.800000e+02  -1.863262e-06   7.039779e-07   1.991816e-06   1.593024e+02 
  6.880000e+02   1.288451e-06  -2.064350e-06   2.433443e-06  -5.802990e+01 
  6.960000e+02   2.234258e-06   2.695871e-06   3.501375e-06   5.034907e+01 
  7.040000e+02  -3.608666e-06   1.455597e-06   3.891173e-06   1.580327e+02 
  7.120000e+02  -5.841000e-07  -4.366777e-06   4.405668e-06  -9.761866e+01 
  7.200000e+02   3.870652e-06   8.545461e-07   3.963861e-06   1.244981e+01 
  7.280000e+02  -3.777464e-06   3.207668e-06   4.955640e-06   1.396634e+02 
  7.360000e+02  -3.310121e-06  -5.892730e-06   6.758785e-06  -1.193242e+02 
  7.440000e+02   6.365978e-06  -1.954103e-06   6.659143e-06  -1.706441e+01 
  7.520000e+02  -7.101033e-07   5.589352e-06   5.634279e-06   9.724039e+01 
  7.600000e+02  -4.391436e-06  -6.442754e-06   7.797037e-06  -1.242787e+02 
  7.680000e+02   8.626967e-06  -4.874398e-06   9.908800e-06  -2.946726e+01 
  7.760000e+02  -8.220718e-06   1.577586e-06   8.370722e-06   1.691368e+02 
  7.840000e+02  -2.065530e-05  -4.253531e-05   4.728524e-05  -1.159014e+02 
  7.920000e+02   7.896125e-05  -1.938065e-04   2.092745e-04  -6.783287e+01 
  8.000000e+02   5.594589e-04  -7.203474e-04   9.120826e-04  -5.216525e+01 
  8.080000e+02   1.410073e-03  -1.282735e-03   1.906230e-03  -4.229261e+01 
  8.160000e+02   1.550136e-03  -9.806387e-04   1.834278e-03  -3.231804e+01 
  8.240000e+02   7.076883e-04  -2.851602e-04   7.629804e-04  -2.194678e+01 
  8.320000e+02   8.605448e-05  -3.109631e-05   9.150057e-05  -1.986763e+01 
  8.400000e+02  -1.183337e-05  -4.957173e-06   1.282974e-05  -1.572705e+02 
  8.480000e+02  -1.447061e-05   3.575471e-06   1.490579e-05   1.661210e+02 
  8.560000e+02  -4.104373e-06  -8.206289e-06   9.175459e-06  -1.165719e+02 
  8.640000e+02   7.830504e-06   7.059021e-07   7.862257e-06   5.151160e+00 
  8.720000e+02  -3.395822e-06   6.548353e-06   7.376485e-06   1.174102e+02 
  8.800000e+02  -4.776709e-06  -3.989687e-06   6.223709e-06  -1.401301e+02 
  8.880000e+02   4.280955e-06  -1.219501e-06   4.451264e-06  -1.590048e+01 
  8.960000e+02  -8.728811e-07   4.732690e-06   4.812512e-06   1.004500e+02 
  9.040000e+02  -4.048234e-06  -1.493062e-06   4.314792e-06  -1.597551e+02 
  9.120000e+02   1.889487e-06  -1.095719e-06   2.184208e-06  -3.010957e+01 
  9.200000e+02  -1.125311e-06   5.130159e-06   5.252128e-06   1.023720e+02 
  9.280000e+02  -5.464511e-06   9.614438e-07   5.548446e-06   1.700213e+02 
  9.360000e+02   1.346836e-07  -1.856861e-06   1.861739e-06  -8.585143e+01 
  9.440000e+02   1.882730e-06   3.435297e-06   3.917389e-06   6.127485e+01 
  9.520000e+02  -2.141697e-06   5.862415e-06   6.241376e-06   1.100686e+02 
  9.600000e+02  -1.889091e-06   4.727025e-06   5.090524e-06   1.117834e+02 
  9.680000e+02  -6.931411e-07   4.840770e-06   4.890143e-06   9.814869e+01 
  9.760000e+02  -2.469961e-06   1.947152e-06   3.145173e-06   1.417501e+02 
  9.840000e+02  -5.476383e-07  -1.470661e-06   1.569316e-06  -1.104241e+02 
  9.920000e+02   1.512941e-06   3.563603e-07   1.554343e-06   1.325395e+01 
  1.000000e+03  -5.573839e-07   1.379133e-06   1.487510e-06   1.120064e+02 
  1.008000e+03  -6.208707e-07  -8.951164e-07   1.089364e-06  -1.247459e+02 
  1.016000e+03   1.608585e-06  -4.781782e-07   1.678154e-06  -1.655544e+01 
  1.024000e+03   4.861829e-07   7.015607e-07   8.535580e-07   5.527797e+01 
  1.032000e+03  -2.473105e-07  -5.182553e-07   5.742396e-07  -1.155104e+02 
  1.040000e+03   4.681273e-07   1.226144e-07   4.839188e-07   1.467749e+01 
  1.048000e+03  -4.054649e-07   8.564543e-07   9.475842e-07   1.153339e+02 
  1.056000e+03  -3.625332e-07  -8.363185e-08   3.720546e-07  -1.670098e+02 
  1.064000e+03   4.925826e-07   1.083594e-07   5.043603e-07   1.240644e+01 
  1.072000e+03  -5.994158e-07   8.887569e-08   6.059689e-07   1.715662e+02 
  1.080000e+03  -7.711535e-07  -1.541180e-06   1.723344e-06  -1.165818e+02 
  1.088000e+03   4.134293e-07  -2.944903e-07   5.075908e-07  -3.546270e+01 
  1.096000e+03  -1.245942e-06   9.682655e-07   1.577945e-06   1.421480e+02 
  1.104000e+03  -1.369497e-06  -6.635066e-07   1.521764e-06  -1.541503e+02 
  1.112000e+03   2.274602e-07   8.989469e-08   2.445796e-07   2.156446e+01 
  1.120000e+03  -1.236353e-06   9.439307e-07   1.555498e-06   1.426390e+02 
  1.128000e+03  -1.592648e-06  -1.795008e-06   2.399704e-06  -1.315815e+02 
