43,2.87,3.909,0.0073
43.5,2.9,3.943,0.007427
44,2.93,3.975,0.007553
44.5,2.97,4.007,0.00769
45,3,4.04,0.007822
45.5,3.03,4.07,0.00795
46,3.07,4.095,0.008083
46.5,3.1,4.115,0.008202
47,3.13,4.139,0.008331
47.5,3.17,4.168,0.008458
48,3.2,4.195,0.008587
48.5,3.23,4.224,0.008728
49,3.27,4.252,0.008867
49.5,3.3,4.281,0.009
50,3.33,4.308,0.009136
50.5,3.37,4.335,0.009283
51,3.4,4.36,0.009428
51.5,3.43,4.386,0.00958
52,3.47,4.412,0.009728
52.5,3.5,4.438,0.009867
53,3.53,4.462,0.01002
53.5,3.57,4.488,0.01017
54,3.6,4.512,0.01032
54.5,3.63,4.536,0.01047
55,3.67,4.56,0.01062
55.5,3.7,4.583,0.01077
56,3.73,4.605,0.01094
56.5,3.77,4.627,0.01108
57,3.8,4.649,0.01123
57.5,3.83,4.671,0.01139
58,3.87,4.692,0.01155
58.5,3.9,4.712,0.01171
59,3.93,4.733,0.01187
59.5,3.97,4.753,0.01203
60,4,4.772,0.01219
60.5,4.03,4.791,0.01234
61,4.07,4.811,0.0125
61.5,4.1,4.829,0.01268
62,4.13,4.846,0.01284
62.5,4.17,4.864,0.01299
63,4.2,4.881,0.01315
63.5,4.23,4.898,0.01332
64,4.27,4.913,0.01347
64.5,4.3,4.928,0.01364
65,4.33,4.944,0.01379
65.5,4.37,4.958,0.01394
66,4.4,4.974,0.0141
66.5,4.43,4.988,0.01425
67,4.47,5.005,0.01441
67.5,4.5,5.021,0.01457
68,4.53,5.036,0.01473
68.5,4.57,5.044,0.01488
69,4.6,4.977,0.01489
69.5,4.63,4.982,0.01498
70,4.67,5.006,0.01511
70.5,4.7,5.031,0.01525
71,4.73,5.057,0.01538
71.5,4.77,5.079,0.01553
72,4.8,5.1,0.01568
72.5,4.83,5.121,0.01583
73,4.87,5.142,0.01599
73.5,4.9,5.162,0.01615
74,4.93,5.178,0.01631
74.5,4.97,5.194,0.01648
75,5,5.21,0.01665
75.5,5.03,5.225,0.01683
76,5.07,5.241,0.01701
76.5,5.1,5.254,0.01718
77,5.13,5.268,0.01736
77.5,5.17,5.282,0.01754
78,5.2,5.295,0.01772
78.5,5.23,5.309,0.01791
79,5.27,5.322,0.01809
79.5,5.3,5.335,0.01827
80,5.33,5.347,0.01846
80.5,5.37,5.361,0.01865
81,5.4,5.373,0.01886
81.5,5.43,5.384,0.01905
82,5.47,5.397,0.01926
82.5,5.5,5.408,0.01946
83,5.53,5.42,0.01966
83.5,5.57,5.432,0.01985
84,5.6,5.444,0.02008
84.5,5.63,5.456,0.02027
85,5.67,5.467,0.02048
85.5,5.7,5.48,0.02069
86,5.73,5.49,0.02089
86.5,5.77,5.502,0.02109
87,5.8,5.512,0.02128
87.5,5.83,5.525,0.0215
88,5.87,5.534,0.0217
88.5,5.9,5.542,0.0219
89,5.93,5.552,0.02211
89.5,5.97,5.562,0.02232
90,6,5.571,0.02255
90.5,6.03,5.581,0.02276
91,6.07,5.59,0.02297
91.5,6.1,5.599,0.02318
92,6.13,5.607,0.02339
92.5,6.17,5.616,0.02359
93,6.2,5.625,0.02381
93.5,6.23,5.633,0.02402
94,6.27,5.641,0.02423
94.5,6.3,5.65,0.02444
95,6.33,5.656,0.02465
95.5,6.37,5.664,0.02486
96,6.4,5.671,0.02508
96.5,6.43,5.677,0.02528
97,6.47,5.682,0.02548
97.5,6.5,5.688,0.02568
98,6.53,5.691,0.02589
98.5,6.57,5.695,0.02609
99,6.6,5.698,0.02629
99.5,6.63,5.698,0.02647
100,6.67,5.696,0.02664
100.5,6.7,5.693,0.0268
101,6.73,5.689,0.02697
101.5,6.77,5.687,0.02713
102,6.8,5.688,0.02729
102.5,6.83,5.689,0.02746
103,6.87,5.686,0.0276
103.5,6.9,5.685,0.02776
104,6.93,5.684,0.0279
104.5,6.97,5.684,0.02804
105,7,5.685,0.0282
105.5,7.03,5.685,0.02835
106,7.07,5.685,0.02849
106.5,7.1,5.684,0.02862
107,7.13,5.679,0.02875
107.5,7.17,5.676,0.02889
108,7.2,5.675,0.02902
108.5,7.23,5.674,0.02917
109,7.27,5.671,0.0293
109.5,7.3,5.667,0.02942
110,7.33,5.662,0.02955
110.5,7.37,5.66,0.02968
111,7.4,5.659,0.02983
111.5,7.43,5.659,0.02996
112,7.47,5.663,0.03009
112.5,7.5,5.665,0.03023
113,7.53,5.666,0.03036
113.5,7.57,5.668,0.03049
114,7.6,5.671,0.03063
114.5,7.63,5.673,0.03077
115,7.67,5.672,0.0309
115.5,7.7,5.672,0.03105
116,7.73,5.673,0.03117
116.5,7.77,5.674,0.03131
117,7.8,5.674,0.03145
117.5,7.83,5.672,0.03159
118,7.87,5.67,0.03171
118.5,7.9,5.667,0.03182
119,7.93,5.665,0.03197
119.5,7.97,5.661,0.03207
120,8,5.658,0.03218
120.5,8.03,5.656,0.03228
121,8.07,5.654,0.0324
121.5,8.1,5.65,0.03252
122,8.13,5.647,0.03263
122.5,8.17,5.642,0.03275
123,8.2,5.639,0.03286
123.5,8.23,5.636,0.03297
124,8.27,5.631,0.03308
124.5,8.3,5.626,0.03318
125,8.33,5.62,0.03329
125.5,8.37,5.617,0.03338
126,8.4,5.614,0.03346
126.5,8.43,5.611,0.03357
127,8.47,5.608,0.03367
127.5,8.5,5.605,0.03378
128,8.53,5.6,0.03386
128.5,8.57,5.597,0.03395
129,8.6,5.592,0.03404
129.5,8.63,5.587,0.03413
130,8.67,5.579,0.03418
130.5,8.7,5.574,0.03425
131,8.73,5.57,0.03433
131.5,8.77,5.566,0.0344
132,8.8,5.561,0.03446
132.5,8.83,5.557,0.03452
133,8.87,5.552,0.03458
133.5,8.9,5.547,0.03463
134,8.93,5.541,0.03468
134.5,8.97,5.535,0.03474
135,9,5.532,0.03479
135.5,9.03,5.527,0.03485
136,9.07,5.523,0.0349
136.5,9.1,5.52,0.03496
137,9.13,5.512,0.03499
137.5,9.17,5.507,0.03504
138,9.2,5.507,0.03509
138.5,9.23,5.506,0.03515
139,9.27,5.503,0.03519
139.5,9.3,5.501,0.03525
140,9.33,5.5,0.0353
140.5,9.37,5.5,0.03536
141,9.4,5.5,0.03541
141.5,9.43,5.5,0.03546
142,9.47,5.502,0.03551
142.5,9.5,5.499,0.03556
143,9.53,5.499,0.03563
143.5,9.57,5.498,0.03567
144,9.6,5.496,0.03573
144.5,9.63,5.492,0.03577
145,9.67,5.486,0.03581
145.5,9.7,5.484,0.03586
146,9.73,5.48,0.03591
146.5,9.77,5.481,0.03596
147,9.8,5.48,0.03602
147.5,9.83,5.479,0.03608
148,9.87,5.478,0.03611
148.5,9.9,5.476,0.03616
149,9.93,5.47,0.03622
149.5,9.97,5.47,0.03626
150,10,5.47,0.03632
150.5,10.03,5.47,0.03638
151,10.07,5.471,0.03643
151.5,10.1,5.472,0.0365
152,10.13,5.472,0.03657
152.5,10.17,5.474,0.03662
153,10.2,5.476,0.03669
153.5,10.23,5.478,0.03675
154,10.27,5.48,0.03682
154.5,10.3,5.481,0.03688
155,10.33,5.473,0.03693
155.5,10.37,5.47,0.037
156,10.4,5.459,0.03705
156.5,10.43,5.45,0.0371
157,10.47,5.442,0.03714
157.5,10.5,5.428,0.03718
158,10.53,5.417,0.03721
158.5,10.57,5.407,0.03724
159,10.6,5.395,0.03727
159.5,10.63,5.383,0.03729
160,10.67,5.368,0.03731
160.5,10.7,5.345,0.0373
161,10.73,5.331,0.03733
161.5,10.77,5.323,0.03734
162,10.8,5.32,0.03737
162.5,10.83,5.322,0.03741
163,10.87,5.321,0.03745
163.5,10.9,5.321,0.03749
164,10.93,5.31,0.03751
164.5,10.97,5.304,0.03754
165,11,5.287,0.03754
165.5,11.03,5.27,0.03752
166,11.07,5.263,0.03755
166.5,11.1,5.259,0.03756
167,11.13,5.259,0.0376
167.5,11.17,5.255,0.03762
168,11.2,5.252,0.03764
168.5,11.23,5.25,0.03766
169,11.27,5.252,0.03768
169.5,11.3,5.253,0.03772
170,11.33,5.254,0.03775
170.5,11.37,5.251,0.03777
171,11.4,5.243,0.03779
171.5,11.43,5.224,0.03778
172,11.47,5.206,0.03776
172.5,11.5,5.095,0.0376
173,11.53,5.026,0.03748
173.5,11.57,4.987,0.03741
174,11.6,4.938,0.03731
174.5,11.63,4.915,0.03727
175,11.67,4.898,0.03727
175.5,11.7,4.881,0.03725
176,11.73,4.867,0.03722
176.5,11.77,4.832,0.03719
177,11.8,4.773,0.03708
177.5,11.83,4.719,0.03699
178,11.87,4.661,0.03686
178.5,11.9,4.619,0.03676
179,11.93,4.584,0.03668
179.5,11.97,4.544,0.03658
180,12,4.47,0.03643
180.5,12.03,4.175,0.03576
181,12.07,3.972,0.03508
181.5,12.1,3.859,0.035
182,12.13,3.673,0.03383
182.5,12.17,3.129,0.02743
183,12.2,2.681,0.0247
183.5,12.23,2.563,0.02423
184,12.27,2.523,0.02401
184.5,12.3,2.496,0.02386
185,12.33,2.454,0.02381
185.5,12.37,2.353,0.02349
186,12.4,2.275,0.02321
186.5,12.43,2.198,0.023
187,12.47,2.147,0.02277
187.5,12.5,2.115,0.0226
188,12.53,2.078,0.02243
188.5,12.57,2.014,0.02216
189,12.6,1.923,0.02185
189.5,12.63,1.864,0.02165
190,12.67,1.821,0.02148
190.5,12.7,1.784,0.02132
191,12.73,1.767,0.02119
191.5,12.77,1.744,0.02103
192,12.8,1.698,0.02086
192.5,12.83,1.67,0.02071
193,12.87,1.599,0.02043
193.5,12.9,1.523,0.02016
194,12.93,1.46,0.01985
194.5,12.97,1.437,0.01966
195,13,1.414,0.01947
195.5,13.03,1.386,0.01933
196,13.07,1.377,0.01922
196.5,13.1,1.347,0.01905
197,13.13,1.301,0.01883
197.5,13.17,1.256,0.01861
198,13.2,1.248,0.01847
198.5,13.23,1.171,0.01813
199,13.27,1.151,0.01792
199.5,13.3,1.144,0.01778
200,13.33,1.125,0.01763
200.5,13.37,1.085,0.0176
201,13.4,1.058,0.01744
201.5,13.43,1.046,0.01733
202,13.47,1.03,0.01723
202.5,13.5,1.018,0.01711
203,13.53,0.9849,0.01695
203.5,13.57,0.9399,0.01676
204,13.6,0.9218,0.01664
204.5,13.63,0.9184,0.01654
205,13.67,0.89,0.01648
205.5,13.7,0.8477,0.01631
206,13.73,0.808,0.01626
206.5,13.77,0.7957,0.01618
207,13.8,0.7803,0.01609
207.5,13.83,0.7419,0.01605
208,13.87,0.7003,0.0159
208.5,13.9,0.6593,0.0158
209,13.93,0.6357,0.01574
209.5,13.97,0.5918,0.01568
210,14,0.5227,0.01554
210.5,14.03,0.4935,0.0154
211,14.07,0.457,0.01522
211.5,14.1,0.3644,0.01505
212,14.13,0.2987,0.0148
212.5,14.17,0.1725,0.01425
213,14.2,0.1529,0.01396
213.5,14.23,0.1037,0.01356
214,14.27,0.09005,0.01333
214.5,14.3,0.08641,0.01317
215,14.33,0.08444,0.01303
215.5,14.37,0.08321,0.01291
216,14.4,0.08241,0.01281
216.5,14.43,0.08029,0.01271
217,14.47,0.07877,0.01262
217.5,14.5,0.07651,0.01255
218,14.53,0.0759,0.01247
218.5,14.57,0.07528,0.01241
219,14.6,0.07454,0.01235
219.5,14.63,0.07238,0.01229
220,14.67,0.07258,0.01224
220.5,14.7,0.07159,0.01219
221,14.73,0.07056,0.01213
221.5,14.77,0.06986,0.01209
222,14.8,0.0679,0.01204
222.5,14.83,0.06676,0.01201
223,14.87,0.06546,0.01196
223.5,14.9,0.06467,0.01191
224,14.93,0.06379,0.01188
224.5,14.97,0.06289,0.01185
225,15,0.06263,0.01182
225.5,15.03,0.06223,0.01179
225.67,15.04,0.06175,0.01178
