0,0,0.02424,0.000002221
0.5,0.03,0.04096,0.000508
1,0.07,0.05688,0.001055
1.5,0.1,0.07352,0.001617
2,0.13,0.09152,0.002172
2.5,0.17,0.1102,0.002737
3,0.2,0.1292,0.00335
3.5,0.23,0.1452,0.004097
4,0.27,0.1568,0.005008
4.5,0.3,0.1666,0.006002
5,0.33,0.1751,0.006991
5.5,0.37,0.1821,0.008001
6,0.4,0.1888,0.009027
6.5,0.43,0.1933,0.01013
7,0.47,0.1988,0.01129
7.5,0.5,0.1981,0.01329
8,0.53,0.1961,0.01475
8.5,0.57,0.1953,0.01619
9,0.6,0.1891,0.01805
9.5,0.63,0.1867,0.01956
10,0.67,0.1851,0.02103
10.5,0.7,0.1694,0.02303
11,0.73,0.1608,0.02468
11.5,0.77,0.1558,0.02624
12,0.8,0.1554,0.02763
12.5,0.83,0.1488,0.02915
13,0.87,0.1443,0.03072
13.5,0.9,0.1288,0.03254
14,0.93,0.1174,0.03416
14.5,0.97,0.1181,0.03546
15,1,0.1178,0.03679
15.5,1.03,0.1163,0.03809
16,1.07,0.1175,0.0394
16.5,1.1,0.1157,0.04066
17,1.13,0.1159,0.04192
17.5,1.17,0.1143,0.04319
18,1.2,0.1114,0.04447
18.5,1.23,0.1095,0.04545
19,1.27,0.1056,0.04681
19.5,1.3,0.1024,0.04813
20,1.33,0.09977,0.04929
20.5,1.37,0.09614,0.05038
21,1.4,0.08861,0.05144
21.5,1.43,0.08702,0.05248
22,1.47,0.0841,0.05356
22.5,1.5,0.08256,0.05474
23,1.53,0.07713,0.05603
23.5,1.57,0.07506,0.05725
24,1.6,0.06412,0.05866
24.5,1.63,0.06238,0.05986
25,1.67,0.05941,0.06096
25.5,1.7,0.05932,0.06198
26,1.73,0.05889,0.06296
26.5,1.77,0.05862,0.06404
27,1.8,0.05803,0.06505
27.5,1.83,0.05787,0.06602
28,1.87,0.05772,0.06713
28.5,1.9,0.05737,0.06827
29,1.93,0.05642,0.06943
29.5,1.97,0.05658,0.07055
30,2,0.0556,0.07168
30.5,2.03,0.0557,0.07283
31,2.07,0.0553,0.07394
31.5,2.1,0.05365,0.07503
32,2.13,0.05174,0.07578
32.5,2.17,0.05044,0.07602
33,2.2,0.04826,0.07646
33.5,2.23,0.04727,0.0757
34,2.27,0.04677,0.07638
34.5,2.3,0.04609,0.07724
35,2.33,0.04497,0.07804
35.5,2.37,0.046,0.07888
36,2.4,0.04482,0.07979
36.5,2.43,0.04269,0.08082
37,2.47,0.04302,0.08189
37.5,2.5,0.04217,0.08296
38,2.53,0.04192,0.08402
38.5,2.57,0.04057,0.0851
39,2.6,0.04053,0.08617
39.5,2.63,0.03937,0.0873
40,2.67,0.03923,0.08842
40.5,2.7,0.03886,0.08954
41,2.73,0.03838,0.0907
41.5,2.77,0.03778,0.09188
42,2.8,0.03767,0.09301
42.5,2.83,0.03693,0.09419
43,2.87,0.03794,0.09528
43.5,2.9,0.03703,0.09641
44,2.93,0.03665,0.09758
44.5,2.97,0.03685,0.09868
44.87,2.99,0.03687,0.09944
