0,0.3,-0
0.001,0.3003,-0
0.002,0.3006,-0
0.003,0.3009,-0
0.004,0.3012,-0
0.005,0.3015,-0
0.006,0.3018,-0
0.007,0.3021,-0
0.008,0.3024,-0
0.009,0.3027,-0
0.01,0.303,-0
0.011,0.3033,-0
0.012,0.3036,-0
0.013,0.3039,-0
0.014,0.3042,-0
0.015,0.3045,-0
0.016,0.3048,-0
0.017,0.3051,-0
0.018,0.3054,-0
0.019,0.3057,-0
0.02,0.306,-0
0.021,0.3063,-0
0.022,0.3066,-0
0.023,0.30689,-0
0.024,0.30719,-0
0.025,0.30749,-0
0.026,0.30779,-0
0.027,0.30809,-0
0.028,0.30839,-0
0.029,0.30869,-0
0.03,0.30899,-0
0.031,0.30929,-0
0.032,0.30959,-0
0.033,0.30988,-0
0.034,0.31018,-0
0.035,0.31048,-0
0.036,0.31078,-0
0.037,0.31108,-0
0.038,0.31138,-0
0.039,0.31167,-0
0.04,0.31197,-0
0.041,0.31227,-0
0.042,0.31257,-0
0.043,0.31286,-0
0.044,0.31316,-0
0.045,0.31346,-0
0.046,0.31376,-0
0.047,0.31405,-0
0.048,0.31435,-0
0.049,0.31465,-0
0.05,0.31494,-0
0.051,0.31524,-0
0.052,0.31554,-0
0.053,0.31583,-0
0.054,0.31613,-0
0.055,0.31643,-0
0.056,0.31672,-0
0.057,0.31702,-0
0.058,0.31731,-0
0.059,0.31761,-0
0.06,0.3179,-0
0.061,0.3182,-0
0.062,0.31849,-0
0.063,0.31879,-0
0.064,0.31908,-0
0.065,0.31938,-0
0.066,0.31967,-0
0.067,0.31996,-0
0.068,0.32026,-0
0.069,0.32055,-0
0.07,0.32085,-0
0.071,0.32114,-0
0.072,0.32143,-0
0.073,0.32173,-0
0.074,0.32202,-0
0.075,0.32231,-0
0.076,0.3226,-0
0.077,0.3229,-0
0.078,0.32319,-0
0.079,0.32348,-0
0.08,0.32377,-0
0.081,0.32406,-0
0.082,0.32435,-0
0.083,0.32464,-0
0.084,0.32493,-0
0.085,0.32522,-0
0.086,0.32551,-0
0.087,0.3258,-0
0.088,0.32609,-0
0.089,0.32638,-0
0.09,0.32667,-0
0.091,0.32696,-0
0.092,0.32725,-0
0.093,0.32754,-0
0.094,0.32783,-0
0.095,0.32812,-0
0.096,0.3284,-0
0.097,0.32869,-0
0.098,0.32898,-0
0.099,0.32927,-0
0.1,0.32955,-0
0.101,0.32984,-0
0.102,0.33012,-0
0.103,0.33041,-0
0.104,0.3307,-0
0.105,0.33098,-0
0.106,0.33127,-0
0.107,0.33155,-0
0.108,0.33184,-0
0.109,0.33212,-0
0.11,0.3324,-0
0.111,0.33269,-0
0.112,0.33297,-0
0.113,0.33325,-0
0.114,0.33354,-0
0.115,0.33382,-0
0.116,0.3341,-0
0.117,0.33438,-0
0.118,0.33467,-0
0.119,0.33495,-0
0.12,0.33523,-0
0.121,0.33551,-0
0.122,0.33579,-0
0.123,0.33607,-0
0.124,0.33635,-0
0.125,0.33663,-0
0.126,0.33691,-0
0.127,0.33718,-0
0.128,0.33746,-0
0.129,0.33774,-0
0.13,0.33802,-0
0.131,0.3383,-0
0.132,0.33857,-0
0.133,0.33885,-0
0.134,0.33913,-0
0.135,0.3394,-0
0.136,0.33968,-0
0.137,0.33995,-0
0.138,0.34023,-0
0.139,0.3405,-0
0.14,0.34078,-0
0.141,0.34105,-0
0.142,0.34132,-0
0.143,0.3416,-0
0.144,0.34187,-0
0.145,0.34214,-0
0.146,0.34241,-0
0.147,0.34268,-0
0.148,0.34296,-0
0.149,0.34323,-0
0.15,0.3435,-0
0.151,0.34377,-0
0.152,0.34404,-0
0.153,0.34431,-0
0.154,0.34457,-0
0.155,0.34484,-0
0.156,0.34511,-0
0.157,0.34538,-0
0.158,0.34564,-0
0.159,0.34591,-0
0.16,0.34618,-0
0.161,0.34644,-0
0.162,0.34671,-0
0.163,0.34697,-0
0.164,0.34724,-0
0.165,0.3475,-0
0.166,0.34777,-0
0.167,0.34803,-0
0.168,0.34829,-0
0.169,0.34856,-0
0.17,0.34882,-0
0.171,0.34908,-0
0.172,0.34934,-0
0.173,0.3496,-0
0.174,0.34986,-0
0.175,0.35012,-0
0.176,0.35038,-0
0.177,0.35064,-0
0.178,0.3509,-0
0.179,0.35116,-0
0.18,0.35141,-0
0.181,0.35167,-0
0.182,0.35193,-0
0.183,0.35218,-0
