0,0
3.1554e-30,0
0.0004019,0
0.0024114,0
0.012459,0
0.062697,0
0.27068,0
0.27068,0
0.33632,0.00022194
0.40195,0.0016203
0.48095,0.0059192
0.58581,0.016977
0.70658,0.037165
0.84285,0.067383
0.98743,0.10448
1.1473,0.14731
1.3299,0.19448
1.5947,0.25471
1.8215,0.29754
2.0156,0.3289
2.2233,0.35739
2.4311,0.38115
2.6404,0.40106
2.8575,0.4182
3.0825,0.43281
3.3157,0.44519
3.5584,0.45567
3.8115,0.46447
4.0755,0.4718
4.3514,0.47785
4.6402,0.48281
4.9431,0.48683
5.2615,0.49005
5.597,0.4926
5.9515,0.49459
6.3275,0.49612
6.7275,0.49728
7.1551,0.49814
7.6143,0.49877
8.1105,0.49921
8.6507,0.49951
9.245,0.49971
9.845,0.49984
10.445,0.49991
11.045,0.49995
11.645,0.49998
12.245,0.49998
12.845,0.50001
13.436,0.49997
13.987,0.50002
14.517,0.49998
15.058,0.50001
15.63,0.49998
16.23,0.50002
16.83,0.49997
17.43,0.50002
18.03,0.49999
18.63,0.49999
19.141,0.50002
19.574,0.49998
19.986,0.50003
20.399,0.49998
20.824,0.50002
21.267,0.49999
21.73,0.50001
22.208,0.49999
22.694,0.50001
23.181,0.49999
23.665,0.50001
24.144,0.49999
24.619,0.50001
25.091,0.49999
25.561,0.50001
26.031,0.49999
26.499,0.50001
26.969,0.49999
27.438,0.50001
27.908,0.49999
28.378,0.50001
28.849,0.49999
29.319,0.50001
29.79,0.49999
30,0.50003
